title,date,run_time,genre,rating,introduction,director,stars,num_votes
Streets,2023-01-05,139,"Action, Crime, Drama",,"When his best friend is murdered in cold blood, Michael must try and figure out who did it and bring them justice.","Devin Fromer, Miguel Rodriguez","Yulian Mazariegos, Miguel Romo, Miguel Rodriguez, Mayerlis Qui",
ParlaNchíno Ateo: Errorista Comunista 10,2023-01-05,72,Comedy,,,Jorge Luis Villacorta Santamato,Jorge Luis Villacorta Santamato,
Elisa with Dardust - An Intimate Night,2023-01-05,149,Music,,,Duccio Forzano,"Dario Brunori, Alessio Cavalazzi, Caterina Coco, Elisa",
Conspiracy Hunters 2,2023-01-05,48,Comedy,,,Luke Harper,"Luke Harper, Bryce Rauba, Zach Bartman, Kamran Farid",
Osia Maria: Apo to skotadi sto fos,2023-01-05,,,,,Kris Sinioras,"Yannis Bostantzoglou, Spyros Kalogirou, Michael Papadopoulos, Loukia Pistiola",
80 for Brady,2023-01-06,98,"Comedy, Drama, Sport",5.8,A group of friends made it their life-long mission to go to the Super Bowl and meet NFL superstar Tom Brady.,Kyle Marvin,"Lily Tomlin, Jane Fonda, Rita Moreno, Sally Field",8424
The Old Way,2023-01-06,95,"Action, Drama, Western",5.4,"An old gunslinger and his daughter must face the consequences of his past, when the son of a man he murdered years ago arrives to take his revenge.",Brett Donowho,"Phillip Aguirre, Ryan Kiera Armstrong, Clint Howard, Katelyn Bauer",6165
Imani,2023-01-06,117,"Action, Thriller",3.6,"Faith has it all as a mother and wife, but a year after what she believes was a car accident, Faith discovers that she is an Army special ops lieutenant with classified information.",Mike Ho,"Brittany S. Hall, Demetrius Shipp Jr., Kris D. Lofton, Stephen Bishop",319
Detective Conan Haibara Aimonogatari Black Iron Mystery Train,2023-01-06,90,"Animation, Action, Crime",6.6,The movie will focus on Ai Haibara's past and will reconstruct the Mystery Train arc from the television anime.,,"Megumi Hayashibara, Yukitoshi Hori, Ken'ichi Ogata, Minami Takayama",166
Panibugho,2023-01-06,110,Drama,5.8,"Story about three sisters and one man. Set in the late 90's, a story of love, hatred and jealousy unfolds when a stranger suddenly enters the lives of three sisters.",Iar Arondaing,"Kiko Estrada, Angela Morena, Stephanie Raz, Micaella Raz",224
"Romina, VTM",2023-01-06,83,"Comedy, Romance",2.7,"Romina begins to fall in love with Valentin, a tourist on holiday in Costinesti with plans to become a musician. She helps Valentin to become an artist and, without realizing, he is starting to look a lot like someone from Romina's past.",Paul-Razvan Macovei,"Costel Biju, Eduard Buhac, Nicole Cherry, Bogdan de la Ploiesti",1194
Villibráð,2023-01-06,110,"Comedy, Drama",7.7,"At a dinner party in Vesturbær, seven friends decide to play a dangerous game. They put their phones on the table and agree that all incoming calls and messages will be shared with the party to prove that none of them have anything to hid",Elsa Maria Jakobsdóttir,"Aníta Briem, Björn Hlynur Haraldsson, Gísli Örn Garðarsson, Hilmar Guðjónsson",157
Ultima Ratio,2023-01-06,107,Action,6.6,Tells the story of a former special forces soldier who becomes a one-man army when his wife and daughter are taken hostage during a bank robbery.,Jean-Marc Minéo,"Jonathan Patrick Foo, Clayton Norcross, Alex Santi, Julaluck Ismalone",52
The Y,2023-01-06,110,"Horror, Mystery, Thriller",5.9,The Female Protagonist is a Mute. After her marriage the couple enters a new chapter of their life but face another dilemma which they least expect. They experience paranormal incidents and their daily life turns into a mysterious tale.,Girideva Raaj,"Yuvan Hariharan, Leonilla, Apsara, Chethan A",2044
Lakiro,2023-01-06,146,"Drama, Musical",5.3,"Richa and Hrishi fall in love and get married. Like most working couples, their careers slowly started to create a divide between them. Things turn so ugly that they eventually decide to file for divorce. Do they get back together?",Darshan Ashwin Trivedi,"Deeksha Joshi, Raunaq Kamdar, Vishal Shah, Dharmesh Vyas",617
Vindhya Victim Verdict V3,2023-01-06,127,Drama,7.8,"V3 is a fight for their rights and against an injustice on a gang rape-murder and encountered case, achieving a poetic justice with the help of the system which fails initially due to the undue pressure of representatives and thy peop",Amudhavanan P.,"Esther Anil, Pavana Gowda, Aadukalam Naren, Ponmudi",591
Good Wife's Guide to Murder,2023-01-06,84,"Crime, Drama, Mystery",5.7,"After her husband is murdered, Kate is considered the prime suspect, thanks largely to her popular vlog, aptly titled ""A Good Wife's Guide to Murder."" Using her own expertise in the area, ...",Max McGuire,"Nola Martin, Tennille Read, Shaun Benson, Alex Harrouch",80
Kalrav (Sound of running water),2023-01-06,,Musical,10,"When the pandemic effects became milder, the age-old traditional Kumbh Mela, the traditional gathering of various Hindu sects on the bank of the River Ganga at the holy city of Haridwar, ...",Jagdish Bharti,"Ambika Arya, Rajesh Kumar Dhami, Rajesh Malgudi, Nitin Sharma",33
Kutch Express,2023-01-06,134,"Drama, Family",6.6,Revolves around how the journey of a thousand miles begins with a single step and explores love and life.,Viral Shah,"Ratna Pathak Shah, Manasi Parekh, Dharmendra Gohil, Viraf Patel",295
Sevda Mecburi Istikamet,2023-01-06,97,Drama,6.6,Movie is about the journey of a famous actor to complete his unfinished story with his daughter.,Çagan Irmak,"Kubilay Aka, Sevda Aktolga, Elif Ceren Balikçi, Selcuk Borak",113
Sofi,2023-01-06,130,Romance,6.9,"A love story between a young man, Jo and an older woman, Sofi. The film highlights the fact that love knows no limits and can be just as passionate and intense regardless of the age difference.",Joby Vayalaunkal,"Swathi, Dipin, Danuja, Harisree Martin",544
Mật Mã Vùng Cực,2023-01-06,71,"Action, Adventure",7.5,"A team of mercenaries are sent on a dangerous mission to the Arctic Circle, searching for a mysterious artifact.",Adrian Chan,"Yase Liu, Yuan Zhang, Yinuo Tang, Endian Qiu",58
Get in the dark,2023-01-06,96,Horror,5.9,A Chinese horror movie about paper dolls.,Cheng Si-Yu,"Dong Han, Zihan Chen, Danny Kwok-Kwan Chan, Haoran Zhang",78
Iru,2023-01-06,127,,,"During their campus life, classmates Rishi and Priya fall in love. Priya's father does not approve their relation based on caste differences. Ravindran, a friend of Priya's father, comes up with a plan to free Priya from Rishi.",Varghese Lal,"Dain Davis, Nayana Elza, Jaffer Koduva, Pradeep Kottayam",
Famiria,2023-01-06,121,Drama,4.8,"Seiji Kamiya works as a pottery craftsman, while he lives alone in a mountain village. His son, Gaku, works as an engineer for a large company in Algeria. Gaku ]comes to Japan with his ...",Izuru Narushima,"Kôji Yakusho, Ryô Yoshizawa, Lucas Sagae, Fadile Waked",36
Düses 1 - Mafya Sizintisi,2023-01-06,88,"Action, Comedy",2,,Bilal Kalyoncu,"Korhan Herduran, Ceyda Ates, Esma Soysal, Caner Kurtaran",98
Spooky College,2023-01-06,133,"Comedy, Horror, Thriller",7.3,The Plot is set around a Young man who has a puzzle to solve in a 103 year old British Architectural Building,Bharath G,"Kushee Ravi, Vivek Simha, Prithvi Rashtrakuta, Vijay Chendur",38
Na twoim miejscu,2023-01-06,110,Comedy,5.3,Normal married couple with one adorable child find fighting about everything the norm until one day they wake up in the other's body - oops - and get to see what it is to be married to themselves.,Antonio Galdamez,"Paulina Galazka, Miron Jagniewski, Oliwier Grzegorzewski, Maria Pakulnis",111
Robotica Destructiva,2023-01-06,78,Scifi,4,"A trio of android warrior sisters are awakened after a 10,000-year sleep to do battle with a series of mechanized warlords that threaten their world.",Sam Gaffin,"Amber Belko, Torie Martin, Kristal Theron, Sam Gaffin",92
Theru,2023-01-06,116,"Drama, Thriller",8.4,"Hari and his two friends who get embroiled in a murder case under unusual circumstances. They deal with the power-play, haplessness and trauma.",S.J. Sinu,"Baburaj, Nilja K. Baby, Amith Chakalakkal, Rahul Nair",235
Ennalum Ente Aliya,2023-01-06,113,Comedy,5.5,Two immigrant families who stay in the same building complex in Dubai inadvertently square up because of some misunderstandings. Things take a wild turn when the real culprits of the love affairs are revealed.,Bash Mohammed,"Suraj Venjaramoodu, Lena, Siddique, Gayathri Arun",951
Surya,2023-01-06,128,"Action, Drama",,"Champak with the help of Mumbai don Razak Bhai and his accomplices tries to bring down the Chawl. Surya's entire family died opposing them. When Suryakant comes to know the truth, can he ...",Hasnain Hyderabadwala,"Prasad Mangesh, Akhilendra Mishra, Arun Nalawade, Pradeep Patwardhan",
Manabjamin,2023-01-06,,Drama,,"Kuhu, runs an NGO named Manobjomin, that works for the development of the underprivileged girls from the rural sectors . Sanket, her lover is also very attached to Kuhu's NGO. Stuck in a financial crisis, they work hard to save Manobjomin.",Srijato,"Parambrata Chattopadhyay, Srijit Mukherji, Priyanka Sarkar, Aniket Ghosh",
Oslacraft: Interdimensional,2023-01-06,54,Comedy,,"Oscar, Freddie and Jack find Tom's secret underground lair and discover Tom is in another dimension and so they go through dimensions in order to find tom.",Oscar Byrne,"Oscar Byrne, Tom Chapman-fox, Jack Helm, Payton Jackson",
Before it Happened,2023-01-06,83,"Adventure, Drama",7.4,"Detective Eli Jenkins has to find his troubled ex-partner and bring him home to his dying brother. But as he's taken on a wild goose chase, Eli must overcome the demons of his past before the most cataclysmic event in history happens.",Andrew Jacob Brown,"Andrew Jacob Brown, Jason Haines, Christopher Shane Lowry, John Chenoweth",20
Andre Rieu In Dublin 2023,2023-01-06,120,Music,8.3,,"Michel Fizzano, Lida Huver","Gary Bennett, Thomas Greuel, Manoe Konings, Anna Majchrzak",7
A Journey to Kasi,2023-01-06,127,Drama,7.1,"Jack Weber, a post-doctoral student on Hindu Vedantic Doctrine, meets a prostitute Swetha and eventually develops feelings for her. They set out on a journey to Kasi. In a parallel story, ...",Munikishna,"Akshara, Katalyn Gowda, Chaitanya Madadi, Priya Paluvayi",2046
Haveli in Trouble,2023-01-06,,Comedy,9,"A story of an NRI family's son trying to sell their disputed haveli in India with his friends Romy Chaudhry and Lakha, uncovering the actual truth behind the supernatural incidences and propaganda.",Devi Sharma,"Rajesh Bhati, Lakhwinder, Neet Mahal, Sumit Manak",35
RiffTrax: In the Line of Duty 2: The Super Cops,2023-01-06,78,"Action, Comedy, Crime",,,,"Bill Corbett, Kevin Murphy, Michael J. Nelson",
Rohoshomoy,2023-01-06,,Crime,,One day Abhimanyu(Anindyo) was found dead in his bedroom after having a fight with Tithi's(Saayoni) ex-boyfriend Ravi Sharma(Samarjit) . Is this an open and shut case for DCP Anish Roy(Saswata) or will he go into the depth of the mystery?,Soumyaa Ghosh,"Anindya Chatterjee, Saswata Chatterjee, Amrita Chattopadhyay, Saayoni Ghosh",
Tiffin Time,2023-01-06,101,Drama,,Story of two small girls true friendship. Both are from different school. Family can't understand their friendship because of their standardness.. but some emotional twist happens in their life...,Mhalsakant Kausadikr,"Suhani Cavan, Nupur Chitale, Charu Desale, Shantanu Gangane",
Trail of the Kiamichi Beast,2023-01-06,114,Adventure,4,Master Hughes returns to face a dangerous Bigfoot in the Kiamichi Mountains. The locals want this legend buried to be kept a secret.,Master Hughes,"Ross De la cerna, Master Hughes",28
Toga,2023-01-06,62,"Comedy, Drama",8.7,"Set years after the events of 'Upstate Story,' the film finds Ellis Martin with a new job as a freelance videographer. His most recent assignment has him scouting locations for a filmmaker and takes him to the very town he grew up.",Shaun Rose,"Shaun Rose, Adrianna Rose, Keenan Rose, Damian Caldwell",35
Shri Balaji Photo Studio,2023-01-06,,Drama,8.5,The life of a photographer and his emotional connect with the studio. How this character tries to update with the digital world and how a particular situation brings a turn in his life.,Rajesh Dhruva,"Rajesh Dhruva, Ravi Salian, Shishir Shastry, Radhika Achuthrao",320
Mareyade Kshamisu,2023-01-06,,"Drama, Romance",9.3,"A lower-middle-class mortar worker Manja leads a happy, peaceful and contented life with his loving mother and gold-hearted father. Things take a U-turn when he falls in an one-sided love with a rich girl.",K. Raghav,"Pramod Bopanna, Meghana Gowda, Rockline Sudhakar, Mimicry Gopi",165
Who Needs It?,2023-01-06,,"Comedy, Drama",7.4,Keith B Real (Marcus D. Spencer) is a therapist helping couples get to the bottom of their problems. As the different couples open up about their lives together we realize that your ...,Marcus D. Spencer,"Marcus D. Spencer, Michael Grayson, Sherill Quinn, Felix Harry",8
We Make Antiques! Osaka Dreams,2023-01-06,112,,5.7,"A treasure appears in front of antique dealer Norio Koike and potter Sasuke Noda. The treasure is Hideyoshi Toyotomi's porcelain tea bowl called Houou, that has been missing.",Masaharu Take,"Kogan Ashiya, Mitsuru Fukikoshi, Jakujaku Katsura, Tomoya Maeno",13
Nuts,2023-01-06,,"Comedy, Horror",,A man tries to avoid his family troubles and the mystery attacker who keeps kicking him in the nuts.,David Gardner,"Samantha Anderson, Jonathan Cobb, Joe Carroll, Lucas Aaron",
Cocktail,2023-01-06,130,"Fantasy, Scifi, Thriller",7.4,The murders of three young girls are committed in a single night by a person dressed up as Joker. Can Vikram rescue himself from these murder cases? Will the cops arrest the real psycho killer?,Sriram Babu,"Viren Keshav, Charishma, Ramesh Pandit, Shivamani",898
El Matador,2023-01-06,,Drama,,,Max Rojas,"Andrés García Jr., Raul Gonzalez, Erika Martinez, Jasmine Obregon",
Chi Musi Chi - Even Dead Desire Belonging,2023-01-06,,Horror,6.8,Chi Musi Chi-Even Dead Desire Belonging is a film that is aesthetically shot with the ability to innovate and executed in accordance to the trending techniques and taste of the new ...,"Myrhna James, Yash Saini","Gaurav Bista, Arun Chakraborty, Benisha Hamal, Rabindra Jha",9
5 Billion Reasons,2023-01-06,90,Drama,,,Uche Simon Alaneme,"Omotola Adebayo, Lateef Adedimeji, Yannick Davidson Annoh, Victor Edogun",
Chasing Days,2023-01-06,103,"Action, Adventure, Thriller",,"Jayaraj, a dedicated and skilled police officer, is relentlessly pursuing Sugathan, a notorious criminal who managed to escape from jail. Sugathan's criminal history is marred with violence...",Paul Aantonn,"Laison John, Anjaly Joy, Raghunath",
Thorns of Love,2023-01-06,,Romance,6.6,"After getting dumped by her boyfriend Kentaro, Tomita Momo, who works at a library, suddenly discovers the existence of her ex-boyfriend's current girlfriend Riko through his social media. ...",,"Honoka Matsumoto, Tina Tamashiro, Keisuke Watanabe",5
Toro Moro Khatti,2023-01-06,,,,,Ramesh Rout,"Siddhanta Mahapatra, Tutu Naik, Sheetal Patra, Sailendra Samantaray",
Hunt for Perfection,2023-01-06,90,Drama,,,Samuel Obiora,"Lucy Ameh, Roxy Antak, Agba Enjoyment, Emem Inwang",
Evlad-i Cin,2023-01-06,78,Horror,2.6,It tells the story of a boy who is adopted by a genie.,Suat Ergin,"Ebru Biber, Berna Gülen, Yavuz Gürbüz, Musa Has",8
Michael Gang,2023-01-06,,"Crime, Drama",8.7,Michael is the story of an orphan named Michael and his friends who started with nothing and became one of the most powerful people.,Kiran Mandapati,"C Chiranjeevi, Sekhar Gms, Mani Raaj, Maruthi Sakharam",11
